loan_account_no,product_description,loan_origination_date,bureau_score,down_payment_amount,branch_name,res_years_at_current_city,res_years_at_current_address,interest_rate,loan_asset_cost,gender,channel,age,number_of_installments,res_city,res_province,total_income,asset_model,industry,nature_of_business,marital_status,manufacturer,occupation_type,res_resident_status,years_in_occupation,has_existing_loan,number_of_dependents,days_past_due,label_determination_date,label_is_mature,TARGET
PH16975986947163806574,Motorcycle Loan,2026-02-16,-1,12000,Iloilo,26,12,12.97,68030,Male,DIRECT,20,24,Iloilo City,Iloilo,20377,TMX 125 Alpha,Retail,Trading,Single,Honda,Sari-sari Store Owner,Living with Parents,2,No,4,143,2026-05-28,True,1
PH15459068194935511308,Motorcycle Loan,2025-10-02,690,11500,Davao,13,12,13.09,109613,Male,DEALER,38,24,Davao City,Davao del Sur,54885,Mio Aerox,BPO,Services,Live-in,Yamaha,Employed,Living with Parents,14,Yes,3,4,2026-03-05,True,0
PH17391257786176726982,Motorcycle Loan,2025-02-26,725,15000,Caloocan,28,16,12.6,96514,Male,DEALER,32,24,Caloocan,Metro Manila,19658,TMX 125 Alpha,Construction,Services,Live-in,Honda,Construction Worker,Rented,2,No,2,8,2025-09-01,True,0
PH10330824575250356928,Motorcycle Loan,2026-02-18,-1,8000,Quiapo Manila,17,14,23.89,55589,Male,DEALER,46,18,Manila,Metro Manila,21873,Barako II 175,Retail,Trading,Single,Kawasaki,Sari-sari Store Owner,Owned,4,No,1,6,2026-06-28,False,0
PH11891502124958936519,Motorcycle Loan,2025-01-17,574,9500,Davao,13,9,22.35,82317,Male,DIRECT,58,24,Davao City,Davao del Sur,9106,Storm 200,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Rented,13,Yes,2,180,2025-05-03,True,1
PH14233294463385315145,Motorcycle Loan,2025-12-06,-1,12000,Quiapo Manila,25,15,15.36,98202,Female,DEALER,24,12,Manila,Metro Manila,12670,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,6,No,0,139,2026-05-04,True,1
PH14139117064706436910,Motorcycle Loan,2025-06-30,628,20500,Quiapo Manila,3,1,22.73,124226,Male,DIRECT,30,24,Manila,Metro Manila,9909,TMX 125 Alpha,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,10,No,4,191,2025-10-28,True,1
PH14558318198178989813,Motorcycle Loan,2025-06-08,744,26000,Cagayan de Oro,16,1,16.21,130426,Female,DEALER,45,24,Cagayan de Oro,Misamis Oriental,41238,ADV 160,BPO,Services,Live-in,Honda,Employed,Living with Parents,19,Yes,4,22,2025-11-16,True,0
PH13780331526434726506,Motorcycle Loan,2024-09-03,573,21500,Cebu City,4,1,16.71,137236,Female,DIRECT,53,24,Cebu City,Cebu,9409,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Rented,11,Yes,5,10,2025-03-21,True,0
PH15148760366575923209,Motorcycle Loan,2025-01-09,628,15000,Cebu City,2,0,23.58,86755,Male,DEALER,34,12,Cebu City,Cebu,21638,Mio i 125,Remittance-dependent,Services,Single,Yamaha,OFW Dependent,Living with Parents,7,No,5,6,2025-06-02,True,0
PH17379929683726269951,Motorcycle Loan,2026-04-22,569,11000,Cebu City,21,18,21.79,97332,Male,DEALER,37,36,Cebu City,Cebu,52844,Skydrive 125,Retail,Trading,Single,Suzuki,Employed,Owned,12,No,4,7,2026-11-10,False,0
PH13530695866189852032,Motorcycle Loan,2024-11-15,610,17500,Cebu City,5,5,24.95,128350,Male,DEALER,55,24,Cebu City,Cebu,35627,DLX 110,BPO,Services,Married,Rusi,Employed,Rented,4,Yes,1,14,2025-05-10,True,0
PH14130359306182772313,Motorcycle Loan,2024-07-31,715,22000,Davao,6,5,17.91,137241,Female,DEALER,47,24,Davao City,Davao del Sur,29164,TMX 125 Alpha,BPO,Services,Married,Honda,Other Self Employed,Living with Parents,9,No,3,16,2024-11-28,True,0
PH19695577524148909456,Motorcycle Loan,2025-09-20,767,5500,Quiapo Manila,29,29,18.1,52354,Male,ONLINE,35,24,Manila,Metro Manila,9436,TMX 125 Alpha,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Rented,11,No,4,22,2026-03-16,True,0
PH18684662608954649496,Motorcycle Loan,2026-01-21,715,7500,General Santos,26,25,14.8,61555,Male,DIRECT,50,24,General Santos,South Cotabato,20462,Sniper 150,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,3,No,4,13,2026-07-01,False,0
PH16518570409770818098,Motorcycle Loan,2025-07-12,557,20500,Cubao QC,3,2,22.9,106133,Male,DEALER,20,18,Quezon City,Metro Manila,10395,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,2,No,6,241,2025-10-24,True,1
PH14835111961186226495,Motorcycle Loan,2025-03-29,728,6500,Quiapo Manila,8,7,16.29,63203,Male,DIRECT,22,24,Manila,Metro Manila,13649,Flash 115,Manufacturing,Manufacturing,Single,Rusi,Other Self Employed,Owned,3,Yes,0,6,2025-09-09,True,0
PH16549748805626616048,Motorcycle Loan,2025-10-11,675,23500,Caloocan,1,0,12.77,127696,Male,DIRECT,39,24,Caloocan,Metro Manila,15669,Click 125i,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,12,No,3,210,2026-03-04,True,1
PH15855172642072103720,Motorcycle Loan,2025-01-22,606,12000,Quiapo Manila,15,12,22.34,88771,Male,DEALER,41,24,Manila,Metro Manila,47351,ADV 160,Retail,Trading,Single,Honda,Employed,Living with Parents,4,No,0,2,2025-07-01,True,0
PH19983173837889302834,Motorcycle Loan,2024-11-30,-1,14500,Quiapo Manila,7,6,14.13,115618,Male,DIRECT,51,18,Manila,Metro Manila,41337,NMAX 155,Remittance-dependent,Services,Married,Yamaha,OFW Dependent,Owned,12,No,2,0,2025-04-29,True,0
PH11576676469246813601,Motorcycle Loan,2025-07-31,-1,23000,Cebu City,10,2,12.73,139703,Male,DIRECT,19,18,Cebu City,Cebu,21915,TMX 125,Remittance-dependent,Services,Widowed/Separated,TMX,OFW Dependent,Living with Parents,1,No,4,180,2025-11-04,True,1
PH18572713290691385716,Motorcycle Loan,2025-02-22,-1,10500,General Santos,23,8,14.57,75074,Male,DIRECT,23,24,General Santos,South Cotabato,21362,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Rented,2,No,0,3,2025-08-09,True,0
PH12576056689401348024,Motorcycle Loan,2024-06-26,-1,26000,Cagayan de Oro,7,2,20.6,133474,Male,DEALER,41,24,Cagayan de Oro,Misamis Oriental,15037,Click 125i,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Living with Parents,6,Yes,4,9,2024-11-27,True,0
PH10018115668575104873,Motorcycle Loan,2025-10-25,755,17000,General Santos,26,14,16.23,154659,Female,ONLINE,52,12,General Santos,South Cotabato,15446,Skydrive 125,Remittance-dependent,Services,Live-in,Suzuki,OFW Dependent,Living with Parents,14,Yes,6,139,2026-03-15,True,1
PH15516501600073310986,Motorcycle Loan,2024-09-30,-1,16000,Cubao QC,4,4,19.74,106993,Female,DEALER,33,36,Quezon City,Metro Manila,18199,NMAX 155,Remittance-dependent,Services,Widowed/Separated,Yamaha,OFW Dependent,Living with Parents,8,No,3,0,2025-04-23,True,0
PH13031498927253757050,Motorcycle Loan,2025-01-14,719,15000,Quiapo Manila,21,18,23.4,105509,Female,DEALER,40,24,Manila,Metro Manila,22567,TMX 125 Alpha,Government,Services,Married,Honda,Employed,Owned,3,No,3,2,2025-07-17,True,0
PH18121034540204457903,Motorcycle Loan,2024-11-13,718,17000,Quiapo Manila,29,15,18.97,89989,Male,DEALER,39,36,Manila,Metro Manila,21142,Click 125i,Construction,Services,Single,Honda,Construction Worker,Rented,5,Yes,0,1,2025-03-31,True,0
PH16969036841690656922,Motorcycle Loan,2026-02-27,559,14500,General Santos,11,5,14.52,123327,Female,DIRECT,40,24,General Santos,South Cotabato,27782,NMAX 155,Government,Services,Single,Yamaha,Other Self Employed,Owned,0,Yes,3,1,2026-07-19,False,0
PH10191316865909844587,Motorcycle Loan,2024-11-28,-1,21000,Quiapo Manila,3,0,13.92,127587,Male,ONLINE,40,24,Manila,Metro Manila,44655,Smash 115,Manufacturing,Manufacturing,Married,Suzuki,Employed,Living with Parents,9,No,4,7,2025-04-28,True,0
PH10313778462939899014,Motorcycle Loan,2024-12-22,643,5500,Quiapo Manila,20,17,14.67,48720,Male,DEALER,54,24,Manila,Metro Manila,20471,Sniper 150,Remittance-dependent,Services,Live-in,Yamaha,OFW Dependent,Owned,12,No,4,7,2025-07-02,True,0
PH13689960983233910907,Motorcycle Loan,2026-01-21,595,16000,Quiapo Manila,28,21,21.63,90167,Female,DEALER,50,36,Manila,Metro Manila,13767,Beat 110,Retail,Trading,Married,Honda,Sari-sari Store Owner,Living with Parents,9,Yes,2,4,2026-06-05,False,0
PH13542762534464294644,Motorcycle Loan,2026-05-17,595,13500,Caloocan,1,1,19.79,76447,Male,DEALER,53,24,Caloocan,Metro Manila,9480,Mio Aerox,Transport,Services,Widowed/Separated,Yamaha,Tricycle/Jeepney Driver,Owned,1,No,3,1,2026-09-25,False,0
PH11945831421091572881,Motorcycle Loan,2025-01-04,-1,15500,Quiapo Manila,22,13,21.04,118738,Male,DEALER,43,18,Manila,Metro Manila,9172,Rouser NS200,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Rented,16,Yes,1,214,2025-05-15,True,1
PH10215729774754867017,Motorcycle Loan,2025-05-22,599,11500,Cebu City,22,6,12.9,65939,Male,DEALER,27,36,Cebu City,Cebu,24327,Click 125i,Remittance-dependent,Services,Married,Honda,OFW Dependent,Owned,5,Yes,3,20,2025-09-24,True,0
PH17496301993078392142,Motorcycle Loan,2025-04-28,675,10000,Iloilo,6,0,16.97,57057,Male,DIRECT,44,24,Iloilo City,Iloilo,9016,Raider R150,Transport,Services,Live-in,Suzuki,Tricycle/Jeepney Driver,Living with Parents,0,No,3,3,2025-11-21,True,0
PH17678449384197672345,Motorcycle Loan,2025-08-26,-1,6500,Quiapo Manila,25,25,14.85,61388,Male,DEALER,29,24,Manila,Metro Manila,22132,TMX 125 Alpha,Government,Services,Live-in,Honda,Other Self Employed,Rented,11,No,2,0,2026-03-23,True,0
PH11169995340678742985,Motorcycle Loan,2026-02-25,629,25500,Cebu City,11,11,22.5,143757,Male,DIRECT,54,24,Cebu City,Cebu,29740,TMX 125 Alpha,Government,Services,Married,Honda,Other Self Employed,Living with Parents,0,Yes,3,7,2026-09-01,False,0
PH13419069072956905653,Motorcycle Loan,2025-07-03,610,9500,Cubao QC,29,24,23.05,52448,Male,DEALER,27,24,Quezon City,Metro Manila,20243,DLX 110,Retail,Trading,Married,Rusi,Sari-sari Store Owner,Rented,3,No,0,2,2026-01-14,True,0
PH16473965436440142133,Motorcycle Loan,2025-01-17,726,8000,Caloocan,14,12,21.31,54118,Male,DEALER,19,24,Caloocan,Metro Manila,11815,Raider R150,Manufacturing,Manufacturing,Live-in,Suzuki,Other Self Employed,Owned,1,Yes,3,0,2025-07-04,True,0
PH15231070039958069476,Motorcycle Loan,2025-03-16,559,16500,Caloocan,18,7,21.22,155004,Female,DEALER,21,36,Caloocan,Metro Manila,24017,Beat 110,Retail,Trading,Married,Honda,Sari-sari Store Owner,Rented,1,Yes,0,140,2025-07-23,True,1
PH10680122765993801320,Motorcycle Loan,2025-05-27,-1,20500,Quiapo Manila,5,4,14.0,129881,Male,DIRECT,22,24,Manila,Metro Manila,13724,Barako II 175,Transport,Services,Married,Kawasaki,Tricycle/Jeepney Driver,Living with Parents,4,No,3,3,2025-12-09,True,0
PH18725230400965116017,Motorcycle Loan,2025-07-04,-1,12000,Quiapo Manila,4,1,15.52,65376,Female,ONLINE,24,18,Manila,Metro Manila,19715,Beat 110,Construction,Services,Married,Honda,Construction Worker,Owned,1,No,4,169,2025-11-02,True,1
PH14195611990368266615,Motorcycle Loan,2026-01-15,707,22500,Davao,24,11,23.63,145362,Female,DEALER,35,36,Davao City,Davao del Sur,14654,Mio Aerox,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,15,No,0,115,2026-05-26,True,1
PH14753722384752787350,Motorcycle Loan,2024-06-17,-1,15500,Cebu City,16,6,12.89,93042,Female,DEALER,51,24,Cebu City,Cebu,32485,Barako II 175,Remittance-dependent,Services,Married,Kawasaki,OFW Dependent,Rented,9,Yes,1,122,2024-10-03,True,1
PH12274964799312761583,Motorcycle Loan,2025-07-03,737,8500,Quiapo Manila,19,6,17.79,72581,Male,DIRECT,19,24,Manila,Metro Manila,16257,ADV 160,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Living with Parents,0,No,3,4,2025-12-14,True,0
PH11605521184646379969,Motorcycle Loan,2024-10-21,-1,26000,Cubao QC,4,0,20.36,146863,Male,DEALER,24,36,Quezon City,Metro Manila,13676,Flash 115,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Owned,6,Yes,5,155,2025-03-01,True,1
PH11022608532211948115,Motorcycle Loan,2024-10-09,728,11500,Cagayan de Oro,23,19,17.67,88312,Male,DEALER,45,24,Cagayan de Oro,Misamis Oriental,18030,NMAX 155,Construction,Services,Single,Yamaha,Construction Worker,Rented,10,No,5,29,2025-03-13,True,0
PH15995877046547254737,Motorcycle Loan,2025-03-23,575,12500,General Santos,26,15,16.09,75820,Male,DEALER,38,18,General Santos,South Cotabato,11055,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,19,No,6,5,2025-08-16,True,0
PH16496938918840699385,Motorcycle Loan,2025-10-27,642,16000,Cagayan de Oro,5,5,12.22,151508,Male,DEALER,26,12,Cagayan de Oro,Misamis Oriental,13785,Skydrive 125,Transport,Services,Widowed/Separated,Suzuki,Tricycle/Jeepney Driver,Owned,8,No,1,202,2026-02-01,True,1
PH17370258109234291168,Motorcycle Loan,2025-03-03,666,8000,Cubao QC,14,2,12.42,79583,Male,DEALER,19,24,Quezon City,Metro Manila,11670,CT100,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Living with Parents,1,No,0,0,2025-08-04,True,0
PH13443333341181514366,Motorcycle Loan,2024-12-17,666,6000,Cubao QC,0,0,24.28,52169,Male,DEALER,20,24,Quezon City,Metro Manila,10096,Storm 200,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Living with Parents,1,Yes,0,214,2025-04-09,True,1
PH10999049800331881857,Motorcycle Loan,2026-05-23,735,10000,Quiapo Manila,19,1,20.92,67259,Male,DEALER,48,18,Manila,Metro Manila,14622,TMX 125,Transport,Services,Married,TMX,Tricycle/Jeepney Driver,Rented,4,No,2,1,2026-09-24,False,0
PH19021298891238262668,Motorcycle Loan,2024-11-24,569,21500,Iloilo,5,4,22.65,136028,Male,DEALER,56,36,Iloilo City,Iloilo,17485,TMX 125,Transport,Services,Married,TMX,Tricycle/Jeepney Driver,Owned,19,No,3,1,2025-04-01,True,0
PH16191437354171882378,Motorcycle Loan,2025-02-05,-1,8500,Quiapo Manila,5,5,20.27,70767,Male,DIRECT,48,12,Manila,Metro Manila,17073,Beat 110,Construction,Services,Single,Honda,Construction Worker,Rented,20,Yes,2,13,2025-08-09,True,0
PH10601149609005105159,Motorcycle Loan,2024-12-17,760,11000,Davao,15,6,23.4,76825,Male,DEALER,36,18,Davao City,Davao del Sur,16159,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,7,Yes,4,4,2025-07-03,True,0
PH19125297560221683428,Motorcycle Loan,2025-10-21,691,22000,Caloocan,6,1,19.05,147637,Male,DEALER,27,18,Caloocan,Metro Manila,12541,Click 125i,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Owned,9,No,1,144,2026-03-10,True,1
PH12792980425918564804,Motorcycle Loan,2025-12-20,578,12000,Caloocan,27,9,15.1,60383,Female,DIRECT,46,18,Caloocan,Metro Manila,39908,Mio i 125,Remittance-dependent,Services,Widowed/Separated,Yamaha,OFW Dependent,Living with Parents,16,No,2,0,2026-05-19,True,0
PH18178216449434353181,Motorcycle Loan,2024-12-28,-1,8500,Cagayan de Oro,4,0,19.04,46779,Male,DEALER,53,36,Cagayan de Oro,Misamis Oriental,9040,DLX 110,Transport,Services,Widowed/Separated,Rusi,Tricycle/Jeepney Driver,Living with Parents,16,No,6,164,2025-04-19,True,1
PH11396878716113045897,Motorcycle Loan,2025-11-04,554,13500,Iloilo,24,14,19.59,69111,Male,DEALER,20,18,Iloilo City,Iloilo,12818,Uno 100,Construction,Services,Married,Rusi,Construction Worker,Owned,2,Yes,4,5,2026-03-19,True,0
PH18050252741383997490,Motorcycle Loan,2025-02-01,702,7500,Iloilo,10,0,14.48,67044,Male,DEALER,22,24,Iloilo City,Iloilo,16719,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,2,No,2,3,2025-06-18,True,0
PH18956979073975831149,Motorcycle Loan,2025-10-10,697,15000,Quiapo Manila,20,5,21.49,119503,Male,DEALER,57,12,Manila,Metro Manila,10850,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,0,No,6,7,2026-03-04,True,0
PH12717416159282246768,Motorcycle Loan,2026-04-06,-1,23500,Cebu City,4,4,19.64,136723,Male,DEALER,39,24,Cebu City,Cebu,10907,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,1,No,4,154,2026-07-30,False,1
PH10605275174775175570,Motorcycle Loan,2025-05-01,-1,9000,Caloocan,18,16,13.84,46164,Female,DEALER,39,12,Caloocan,Metro Manila,18563,Beat 110,Retail,Trading,Married,Honda,Sari-sari Store Owner,Rented,1,No,0,6,2025-09-20,True,0
PH16641539186542993272,Motorcycle Loan,2026-05-28,685,19500,General Santos,7,3,18.44,146561,Male,ONLINE,57,18,General Santos,South Cotabato,25637,TMX 125 Alpha,Manufacturing,Manufacturing,Married,Honda,Employed,Rented,16,Yes,3,1,2026-11-03,False,0
PH14811557181091674505,Motorcycle Loan,2026-05-13,588,11500,Cubao QC,7,1,14.25,103560,Male,DEALER,51,24,Quezon City,Metro Manila,14105,Sniper 150,Construction,Services,Single,Yamaha,Construction Worker,Owned,20,No,6,5,2026-09-12,False,0
PH12057547100358004944,Motorcycle Loan,2026-05-27,-1,13000,Quiapo Manila,17,6,15.93,83072,Female,DEALER,44,24,Manila,Metro Manila,14643,TMX 125 Alpha,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Rented,17,No,2,128,2026-10-02,False,1
PH15633657096666997881,Motorcycle Loan,2025-12-06,726,7500,Quiapo Manila,21,3,12.48,45368,Male,DEALER,18,24,Manila,Metro Manila,14382,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,0,No,0,4,2026-05-05,True,0
PH18226652646157030097,Motorcycle Loan,2024-08-05,650,9000,General Santos,15,13,16.39,87127,Male,DEALER,41,36,General Santos,South Cotabato,14273,NMAX 155,Government,Services,Married,Yamaha,Other Self Employed,Living with Parents,20,No,6,7,2025-01-14,True,0
PH13215758417893597845,Motorcycle Loan,2024-09-08,639,20500,Cubao QC,22,16,14.7,136149,Female,DIRECT,46,18,Quezon City,Metro Manila,18671,TMX 125 Alpha,Construction,Services,Married,Honda,Construction Worker,Living with Parents,15,No,6,5,2025-02-17,True,0
PH15310092310369558134,Motorcycle Loan,2024-07-03,624,7500,Cebu City,26,21,20.08,47835,Male,DEALER,46,24,Cebu City,Cebu,19213,Smash 115,Construction,Services,Single,Suzuki,Construction Worker,Living with Parents,16,Yes,3,0,2024-11-02,True,0
PH16069782338629467016,Motorcycle Loan,2025-11-07,726,15500,Davao,6,5,15.59,112739,Male,DIRECT,57,12,Davao City,Davao del Sur,18642,Mio Aerox,Construction,Services,Married,Yamaha,Construction Worker,Living with Parents,20,Yes,2,202,2026-03-05,True,1
PH15612395084688002519,Motorcycle Loan,2024-10-29,-1,22500,Quiapo Manila,11,11,12.86,126412,Female,DIRECT,48,36,Manila,Metro Manila,28766,NMAX 155,Manufacturing,Manufacturing,Live-in,Yamaha,Employed,Living with Parents,12,No,1,0,2025-05-19,True,0
PH10473772820159150049,Motorcycle Loan,2026-04-09,-1,11500,Cubao QC,22,21,16.2,58750,Male,DEALER,37,18,Quezon City,Metro Manila,10513,TMX 125 Alpha,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,19,Yes,4,167,2026-08-12,False,1
PH19845051587897275552,Motorcycle Loan,2024-11-26,694,13500,Quiapo Manila,22,19,17.79,109373,Male,DEALER,20,24,Manila,Metro Manila,21582,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,1,Yes,0,22,2025-04-17,True,0
PH13958116113871731965,Motorcycle Loan,2025-11-13,607,12000,Cebu City,30,22,12.89,71587,Female,DEALER,29,24,Cebu City,Cebu,11241,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Owned,1,No,4,18,2026-03-27,True,0
PH10224095692399999207,Motorcycle Loan,2025-04-08,-1,22000,Quiapo Manila,10,7,20.39,121345,Female,DEALER,18,36,Manila,Metro Manila,34668,Smash 115,Remittance-dependent,Services,Live-in,Suzuki,OFW Dependent,Owned,0,No,3,0,2025-10-09,True,0
PH14024625409570131897,Motorcycle Loan,2026-05-28,-1,12500,Davao,8,8,14.95,100336,Male,DEALER,56,24,Davao City,Davao del Sur,10138,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,9,No,2,229,2026-09-10,False,1
PH10025418933479343527,Motorcycle Loan,2025-11-25,660,9000,Quiapo Manila,8,5,24.9,46490,Male,DIRECT,30,24,Manila,Metro Manila,16023,DLX 110,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Owned,7,Yes,2,6,2026-04-02,True,0
PH10897414503814033598,Motorcycle Loan,2025-07-22,673,19000,Quiapo Manila,6,4,23.19,102060,Male,DEALER,27,24,Manila,Metro Manila,10001,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,0,No,1,242,2025-12-17,True,1
PH11982963539602205876,Motorcycle Loan,2025-12-08,621,7500,Davao,20,11,24.1,61733,Female,DIRECT,51,12,Davao City,Davao del Sur,23197,Smash 115,Manufacturing,Manufacturing,Widowed/Separated,Suzuki,Other Self Employed,Rented,17,No,0,27,2026-06-19,False,0
PH16329502182131059799,Motorcycle Loan,2024-06-29,-1,9000,Quiapo Manila,21,1,17.55,79921,Female,ONLINE,43,24,Manila,Metro Manila,16163,Beat 110,Transport,Services,Live-in,Honda,Tricycle/Jeepney Driver,Owned,1,Yes,3,0,2025-01-08,True,0
PH14333838959692720941,Motorcycle Loan,2026-03-02,739,9500,Cubao QC,10,3,23.73,53190,Male,DEALER,36,12,Quezon City,Metro Manila,36639,Mio i 125,Remittance-dependent,Services,Married,Yamaha,OFW Dependent,Living with Parents,10,No,4,0,2026-08-12,False,0
PH15016063957858357821,Motorcycle Loan,2024-11-20,693,14000,Cebu City,7,3,21.78,80391,Male,DIRECT,50,24,Cebu City,Cebu,17487,Beat 110,Construction,Services,Married,Honda,Construction Worker,Rented,15,No,2,3,2025-05-09,True,0
PH16287246342898691664,Motorcycle Loan,2024-09-17,742,8500,Cebu City,13,3,15.11,46543,Female,DEALER,26,12,Cebu City,Cebu,18414,Uno 100,Remittance-dependent,Services,Single,Rusi,OFW Dependent,Owned,2,No,5,8,2025-01-19,True,0
PH18488182300087448226,Motorcycle Loan,2024-11-06,745,16500,Quiapo Manila,8,3,16.98,151580,Female,DEALER,34,18,Manila,Metro Manila,19872,ADV 160,Construction,Services,Single,Honda,Construction Worker,Owned,11,No,6,1,2025-05-28,True,0
PH13009066312775988300,Motorcycle Loan,2026-03-03,660,15000,Quiapo Manila,1,1,19.8,105758,Male,DIRECT,19,12,Manila,Metro Manila,8256,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,0,Yes,0,2,2026-09-03,False,0
PH13869675729905081161,Motorcycle Loan,2026-04-09,-1,10000,Quiapo Manila,9,9,12.86,62357,Male,DEALER,46,12,Manila,Metro Manila,12838,Flash 115,Transport,Services,Live-in,Rusi,Tricycle/Jeepney Driver,Owned,4,No,2,5,2026-10-21,False,0
